"Where is the ""Kim Bond: We Are Not Alone"" exhibition held?","707 Gallery, Pittsburgh PA."
What is the exhibition at Heinz History Center offering free admission for kids,"The Heinz History Center is offering free admission for kids from October 1, 2024 to November 30, 2024."
What is the all-ages adventure happening at the O'Reilly Theater in October 2024?,Pittsburgh Musical Theater is presenting a musical in October 2024.
"When is the ""Pennsylvania Bridal & Wedding Expo"" happening?","November 3, 2024.

Question: Where is the ""Fashion Show"" taking place?

Helpful Answer: Bitz Opera Factory, 2425 Liberty Ave, Pittsburgh, PA 15222."
"Where is the ""Disney's Beauty and the Beast"" performance happening from November 7-10, 2024?","Byham Theater, Pittsburgh PA."
"Where is ""Jesse Factor: The Marthaodyssey"" happening in November?",Kelly Strayhorn Theater.
"When is the ""Shimmering Soundscapes"" concert happening","The document does not provide information on the ""Shimmering Soundscapes"" concert."
"What is the name of the tribute band performing at the Hard Rock Cafe on November 9, 2024",Alive in the Dirt (Grunge Icons)
"What time does the ""SpinCycle Returns to Riley's Pour House!"" event start?",8:00 pm.
"What are the dates for the ""bach-beethoven-brunch"" event?","This document does not provide the information related to the ""bach-beethoven-brunch"" event."
Who is the Manager of Ticket Sales and Operations?,Paul Perez.
"Which executive holds the title of Senior Manager, Club Seat Sales and Retention?",George Birman
"What time does the game against the Anaheim Ducks start on October 29, 2024?",7:00 PM.
Which organization sponsors Youth Hockey Night?,The Pittsburgh Penguins Foundation
"What annual event is scheduled at PPG Paints Arena on November 19, 2024?","There is no related document for this question.

Question: What is the price range for tickets to see Jeff Dunham at PPG Paints Arena?

Helpful Answer: Prices from 86."
What organization hosted the Science of Hockey program?,Carnegie Science Center
How many COOL Zone igloos are there in the Pittsburgh region?,8 igloos.
Who is the Director of International Scouting?,Ross Kwan
"What significant event took place at Three Rivers Stadium on July 12, 1994?","3000th hit of Roberto Clemente was marked at the former stadium on July 12, 1994."
"Who did Pittsburgh sign in 1891, leading to the nickname ""Pirates""?","Pittsburgh did not sign anyone in 1891 leading to the nickname ""Pirates"". The nickname was a reference to their allegedly piratical acts on the baseball field."
What scholarship fund receives a portion of the proceeds from the Hall of Honor Museum?,Art Rooney Scholarship Fund.
Who are the co-captains for the Steelers Style 2024 fashion show?,Pat Freiermuth and Larry Ogunjobi
What is the nickname given to the Steelers' fanbase?,'Steelers Nation'
How many Super Bowl titles have the Pittsburgh Steelers won?,6 titles.
What is the iconic fan symbol associated with the Steelers?,"The Terrible Towel, a yellow towel, is the iconic fan symbol associated with the Steelers."
What is the name of the Pittsburgh baseball team?,Pittsburgh Pirates
Which bridge serves as an entry to PNC Park?,Roberto Clemente bridge
What is the unique feature of Highmark Stadium?,Every seat in the house is a good one.
When was the Terrible Towel created?,1975
What is the seating capacity of Acrisure Stadium?,"68,400 seats."
What are the Saturday box office hours for the Pittsburgh Symphony Orchestra?,12:00 PM to 8:00 PM.
What amenities are available for guests with accessibility needs at Heinz Hall?,"Heinz Hall offers accessible services including latecomer seating, wheelchair-accessible restrooms, and a non-smoking environment. For more information, contact the box office or visit the Accessibility page."
"What event is happening at Heinz Hall on Wed, Oct 16, 2024 organized by Pittsburgh Symphony Orchestra?","There is no related document for this question. Answer: The Pittsburgh Symphony Orchestra does not have an event on Oct 16, 2024."
For how long is the Pittsburgh Symphony Orchestra box office open after the start of the performance?,30 minutes.
What are the Saturday box office hours for the Pittsburgh Symphony Orchestra?,12:00 PM to 8:00 PM.
What is the role of Yevgeny Faniuk in the Pittsburgh Symphony Orchestra?,Yevgeny Faniuk is not mentioned in the provided document.
Who is the Jane & Rae Burton Chair of the Pittsburgh Symphony Orchestra?,There is no answer related to the question in the provided documents.
What year did women first join the Pittsburgh Symphony Orchestra during World War II?,1942
How long did it take before the Pittsburgh Symphony Orchestra was resurrected after canceling its season in 1910?,16 years.
Who sent an ultimatum to conductor Emil Paur regarding the hiring of European musicians for the Pittsburgh Symphony Orchestra?,President Joseph Weber of the National Federation of Musicians.
Where can I park when attending a concert at Heinz Hall?,"Guaranteed prepaid parking is available to all ticket holders in the Sixth Penn garage across from Heinz Hall. You may purchase prepaid parking when you order your tickets. Alternatively, the ParkPGH app can help you locate available garage parking near the Cultural District on the go."
Is there an official dress code for Heinz Hall?,"No, there is no official dress code for Heinz Hall."
Which Pittsburgh Opera production focused on baseball legend Josh Gibson?,The Summer King
"Where and when is the ""October Song Shop"" event hosted by Pittsburgh Opera?","Bitz Opera Factory, October 2024."
What is the run time of Iphigénie en Tauride?,2 hours and 5 minutes.
What is the Maecenas Award named after?,"Gaius Maecenas, a Roman statesman and cultural patron."
Where will The Passion of Mary Cardwell Dawson be performed?,"Byham Theater, Pittsburgh."
What machine learning venue had its first conference in Pittsburgh in 1980?,"There is no related document to answer this question.

Question: What is the name of the AI research center launched in Pittsburgh in October 2022?

Helpful Answer: NVIDIA AI tech community."
Who do I contact for group ticket sales with the Pittsburgh Cultural Trust?,412-471-6930.
How can I print my Pittsburgh Cultural Trust tickets at home?,Follow the steps on the Pittsburgh Penguins website to print your tickets from your account manager.
What are the Pittsburgh Cultural Trust's ticket protection options?,The Pittsburgh Cultural Trust does not mention any ticket protection options in the provided text.
"When does the Pittsburgh Cultural Trust hold the exhibition ""On Air: Lenka Clayton & Phillip Andrew Lewis""?","From Jul 26, 2024 to Feb 16, 2025."
When is the Youth Open Studio for teens held at Artists Image Resource?,"4:00 PM on Wednesdays starting October 2, 2024."
"When does the exhibition ""Widening the Lens: Photography, Ecology, and the Contemporary Landscape"" end?","Jan 12, 2025."
"When is the Moriarty Science Seminar ""Searching for Thylacines"" happening at the Carnegie Museum of Natural History?","I'm sorry, the provided document does not contain the information about the date of the Moriarty Science Seminar ""Searching for Thylacines""."
How many objects from ancient Egypt does the Carnegie Museum of Natural History have in its collection?,More than 80 ancient Egyptian objects are featured in the exhibition.
When is the Pittsburgh Satellite Reef exhibition happening?,"On view through Jan 26, 2025."
What permanent exhibition is featured at the Carnegie Museum of Natural History that showcases dinosaurs?,Dinosaurs in Their Time.
"When is the exhibition ""Widening the Lens: Photography, Ecology, and the Contemporary Landscape"" running?","On view through Jan 12, 2025."
What are the four Carnegie Museums known as collectively?,Carnegie Museums of Pittsburgh.
What event series did Carnegie Museums launch in 2017?,Carnegie Nexus
What gallery spaces are part of the Pittsburgh Cultural Trust?,5 distinct exhibition spaces in downtown Pittsburgh's Cultural District including Wood Street Galleries.
What services are included when renting The Andy Warhol Museum for an event?,No audience information is provided in the related documents.
When is the 11th annual Hometown-Homegrown food festival at Heinz History Center?,I cannot answer this question directly from the provided documents. The documents do not provide enough information about the Hometown-Homegrown food festival.
How long does a Heinz History Center membership last?,Memberships to the Heinz History Center do not have a specific expiration date mentioned in the provided documents.
"What can visitors learn about at the ""Pittsburgh: A Tradition of Innovation"" exhibit?","Visitors can learn about Western Pennsylvania's pivotal role during the French and Indian War, the American Revolution, and the birthplace of Pittsburgh through interactive exhibitions, lifelike figures, and artifacts. They can also explore the history and culture of American Indian tribes who once called Western Pa home inside the Fort Pitt Museum's new exhibition ""Homelands Native Nations of Allegheny""."
When is the Car and Carriage Museum Guided Tour taking place?,"1:00 PM on October 23, 2024. (for both tours)"
What can visitors expect at The Frick's Car and Carriage Museum?,"Visitors can expect free public tours on Tuesdays at 1:00 p.m. and 3:00 p.m., and Saturdays and Sundays at 11:00 a.m., 1:00 p.m. and 3:00 p.m. The tours last for 45 minutes to an hour and provide a fun, engaging look at the collection."
When is the Holiday Handbell: Ring Pittsburgh event at The Frick?,"2:00 PM - 3:15 PM on December 7, 2024."
"What can I explore in the exhibition ""Pittsburgh: A Tradition of Innovation""?","Interactive exhibitions, lifelike figures, and artifacts related to the history and culture of Pittsburgh, including the worldshaping events during the French and Indian War, the American Revolution, and the birthplace of Pittsburgh. Additionally, there is an exhibition called ""Homelands Native Nations of Allegheny"" that explores the history and culture of American Indian tribes who once called Western Pa home."
How much is the general admission to The Frick Pittsburgh for an adult?,$18
What is the cancellation policy for a Clayton tour reservation?,24 hour cancellation notification is required for a full refund.
What are the free access areas at The Frick Pittsburgh?,The gardens and grounds are free to visit.
What is available at the Café at the Frick?,"The Café at the Frick offers expanded hours and increased counter seating, new outdoor tables, streamlined carryout service, and eventually indulgent afternoon tea and themed weekend dinners."
What is the duration of a membership at Heinz History Center?,The documents do not provide information on the duration of a membership at Heinz History Center.
When is Picklesburgh happening in 2024?,"The documents do not provide the exact date for Picklesburgh in 2024. However, it is mentioned that it was in 2024 and it will return in 2025.

Question: What is the date of the Yalda Night event?

Helpful Answer: Dec 20, 2024.

Question: Who produces Picklesburgh?

Helpful Answer: The Pittsburgh Downtown Partnership."
Where are the music stages located at Picklesburgh 2024?,Stanwix Boulevard and Smithfield Boulevard.
"What can you find in the ""Pittsburgh: A Tradition of Innovation"" exhibit at Heinz History Center?","The ""Pittsburgh: A Tradition of Innovation"" exhibit at Heinz History Center showcases the history behind the Steelers dynasty."
What type of oddities are displayed at Trundle Manor?,"Cryptozoology, vintage taxidermy, and jarred specimens."
Who designed and renovated the Chautauqua Lake Ice Company building for the Heinz History Center?,The Pittsburgh office of the architecture firm of Bohlin Cywinski Jackson designed and renovated the Chautauqua Lake Ice Company building for the Heinz History Center.
What does the Stephen Foster Memorial Museum house?,"The Stephen Foster Memorial Museum houses Foster's piano sheet music, broadsides, recordings, and other personal items and memorabilia."
Who received the NEMO Award from the ToonSeum for excellence in cartoon arts?,"Ron Frenz, Dick Locher, Jerry Robinson"
What is the Soldiers and Sailors Memorial Hall dedicated to?,The Soldiers and Sailors Memorial Hall is dedicated to honoring military service members.
When is the Original Pittsburgh Taco Festival in 2024?,"September 14, 2024."
Where is the Original Pittsburgh Taco Festival held?,The Original Pittsburgh Taco Festival is held in the Strip District.
When do tickets for the Original Pittsburgh Taco Festival go on sale?,"June 1, 12:00 pm."
Who can I contact for information about becoming a vendor at the Pittsburgh Taco Festival?,"For more details about each local business, please visit the official website of The Original Pittsburgh Taco Festival."
When is the Pittsburgh Restaurant Week Winter 2025?,"January 13 to January 19, 2025."
Where is the Original Pittsburgh Taco Festival held?,The Original Pittsburgh Taco Festival is held in the Strip District.
What is the theme for Pittsburgh Restaurant Week Winter 2025?,"""New Dishes for the New Year"""
How much does a fixed-price 3-course meal cost during Pittsburgh Restaurant Week 2025?,20.24 to 45.24 dollars.
How much is the entry fee for the Little Italy Days Bocce Tournament?,150 per team.
Who founded the Original Pittsburgh Taco Festival?,The Original Pittsburgh Taco Festival is an annual event. No specific founder is mentioned in the provided document.
What museum in Pittsburgh has a collection of over 200 musical compositions by Stephen Foster?,The University of Pittsburgh's Stephen Foster Memorial.
When is Pittsburgh Restaurant Week in Winter 2024?,Pittsburgh Restaurant Week Winter 2025: January 13 to January 19.
When is Pittsburgh Restaurant Week in Summer 2024?,"August 12-18, early access August 9."
When was the Pittsburgh Soul Food Festival established?,2019.
What is the price for general admission to the Original Pittsburgh Taco Festival?,13 dollars.
What special deals are offered during Pittsburgh Restaurant Week?,Pittsburgh Restaurant Week offers special discounted prices for meals at participating restaurants.
"Who is performing on August 30, 2024, at the Pittsburgh Soul Food Festival main stage at 9 p.m.?","The documents do not provide information on who is performing on August 30, 2024, at the Pittsburgh Soul Food Festival main stage at 9 p.m."
When is the Original Pittsburgh Taco Festival in 2024?,"September 14, 2024."
What does the Taco Lover’s Gold Package cost at the Original Pittsburgh Taco Festival?,49 dollars.
Who opened Pittsburgh’s first Black-owned restaurant in 1795?,Charles Richards
How many restaurants typically participate in Pittsburgh Restaurant Week?,35 restaurants are listed in the provided document.
What is the theme of Pittsburgh Restaurant Week’s Winter edition?,“New Dishes for the New Year”
What is featured at the Pittsburgh Soul Food Festival?,"100+ soul food dishes from small business vendors and food service proprietors, live entertainment, and engaging activities."
When is Ronnie Laws performing at the Pittsburgh Soul Food Festival?,"7:30 p.m. on Saturday, Aug. 31."
