"What are the box office hours for the Pittsburgh Symphony Orchestra on weekdays with performances?","The Pittsburgh Symphony Orchestra box office is open for walkup sales on weekdays with performances from 1000 AM to 30 minutes after the start of the performance."
"What are the Saturday box office hours for the Pittsburgh Symphony Orchestra?","The Pittsburgh Symphony Orchestra box office is open on Saturdays from 12:00 PM to 8:00 PM. However, it is closed on nonperformance days."
"What are the Sunday Pittsburgh Symphony Orchestra box office hours for the Pittsburgh Symphony Orchestra?","The Pittsburgh Symphony Orchestra box office is open on Sundays from 1200 PM to 400 PM. However, it is closed on nonperformance days."
"What is the phone number for the Pittsburgh Symphony Orchestra’s box office?","The phone number for the Pittsburgh Symphony Orchestra's box office is 412-392-4900."
"What is the note for the Pittsburgh Symphony Orchestra’s box office on non-performance Sundays?","The Pittsburgh Symphony Orchestra's box office is closed on non-performance Sundays."
"On which days is the Pittsburgh Symphony Orchestra box office closed for walk-up sales?","The Pittsburgh Symphony Orchestra box office is closed for walk-up sales on Mondays."
"How long does the Pittsburgh Symphony Orchestra's box office stay open after performances start on weekdays?","The Pittsburgh Symphony Orchestra's box office stays open for ticket sales 30 minutes after the start of a performance on weekdays."
"When do doors open before performances for concerts at the Pittsburgh Symphony for classical concerts?","The Pittsburgh Symphony Orchestra's Ticket Office is open for walkup sales 10:00 AM to 30 minutes after the start of the performance on weekdays with performances."
"What is the role of David McCarroll in the Pittsburgh Symphony Orchestra?","David McCarroll has performed with jazz notables from various renowned orchestras, including the Count Basie Orchestra, Dizzy Gillespie, Dave Brubeck, and Lionel Hampton. He made his first appearance as Principal Pops conductor with the Pittsburgh Symphony Orchestra in October 2020 during the COVID-19 pandemic. Since then, he has had multiple firsts with the symphony, including his first in-person concert in summer 2021 at Hartwood Acres and his first in-person Pops concert of the season at Heinz Hall in fall"
"What is the role of Dylan Naroff in the Pittsburgh Symphony Orchestra?","Dylan Naroff is not mentioned in the provided documents. He is not a current or past fellow of the Paul J Ross Fellowship, nor is he a guest soloist or stage director associated with the Pittsburgh Symphony Orchestra."
"What is the role of Ellen Chen-Livingston in the Pittsburgh Symphony Orchestra?","Ellen Chen-Livingston is not mentioned in the provided documents related to the Pittsburgh Symphony Orchestra. She is, however, mentioned in the documents related to Pittsburgh Opera as a Resident Artist Faculty member."
"Who are the First Violin 24-25 season musicians of the Pittsburgh Symphony Orchestra?","The documents do not provide the names of the First Violin 24-25 season musicians of the Pittsburgh Symphony Orchestra. The given document lists the musicians for the 1992 European tour, which includes Anne Jackovic Moskal and Jennifer Madge in the First Violin section. However, it does not specify which ones are the First Violin 24-25 season musicians."
"Who is the second violin william & sarah galbraith chair of the Pittsburgh Symphony Orchestra?","The documents do not provide information on the second violin for the William & Sarah Galbraith chair of the Pittsburgh Symphony Orchestra."
"Who is the Viola Acting Assistant Principal of the Pittsburgh Symphony Orchestra?","Louise Farbman is the Viola Acting Assistant Principal of the Pittsburgh Symphony Orchestra."
"What is the role of Stephanie Tretick in the Pittsburgh Symphony Orchestra?","Stephanie Tretick is not mentioned in the provided text."
"What is the role of Ian Woodworth in the Pittsburgh Symphony Orchestra?","Ian Woodworth is not mentioned in the provided documents. Therefore, I don't know his role in the Pittsburgh Symphony Orchestra."
"Who is the Clarinet Sidney Stark, Jr. Memorial Chair of the Pittsburgh Symphony Orchestra?","The Clarinet position in the Pittsburgh Symphony Orchestra is currently vacant and does not have a named chair."
"Who is the Bassoon Acting Principal of the Pittsburgh Symphony Orchestra?","Don Hollis is the Bassoon Acting Principal of the Pittsburgh Symphony Orchestra."
"What is the role of Samuel Nemec in the Pittsburgh Symphony Orchestra?","Samuel Nemec is not mentioned in the provided documents. The documents discuss the Pittsburgh Symphony's efforts to provide an inclusive concert experience, its Paul J Ross Fellowship program, and the orchestra's mission."
"What is the role of Yevgeny Faniuk in the Pittsburgh Symphony Orchestra?","Yevgeny Faniuk is not mentioned in the provided documents related to the Pittsburgh Symphony Orchestra and Manfred Honeck."
"Who is the Bass Clarinet Principal | Mr. and Mrs. Willard J. Tillotson, Jr. Chair of the Pittsburgh Symphony Orchestra?","The documents do not provide the name of the Bass Clarinet Principal or the person holding the Mr. and Mrs. Willard J. Tillotson, Jr. Chair of the Pittsburgh Symphony Orchestra."
"Who is the concertmaster of the Pittsburgh Symphony Orchestra?","The Pittsburgh Symphony Orchestra does not have the name of its concertmaster mentioned in the provided document."
"Who is the acting principal violist of the Pittsburgh Symphony Orchestra?","The Pittsburgh Symphony Orchestra does not publicly disclose the identity of its acting principal violist."
"Who is the principal bassist of the Pittsburgh Symphony Orchestra?","The Pittsburgh Symphony Orchestra does not provide information on its principal bassist in the given documents."
"Who is the assistant librarian of the Pittsburgh Symphony Orchestra?","The documents do not provide information about the assistant librarian of the Pittsburgh Symphony Orchestra."
"Who is the concertmaster | rachel mellon walton chair of the Pittsburgh Symphony Orchestra?","The Pittsburgh Opera documents do not provide information about the Pittsburgh Symphony Orchestra or its concertmaster."
"What is the role of David McCarroll in the Pittsburgh Symphony Orchestra?","David McCarroll has performed with jazz notables from various renowned orchestras, including the Count Basie Orchestra, Dizzy Gillespie, Dave Brubeck, and Lionel Hampton. He made his first appearance as Principal Pops conductor with the Pittsburgh Symphony Orchestra in October 2020 during the COVID-19 pandemic. Since then, he has had multiple firsts with the symphony, including his first in-person concert in summer 2021 at Hartwood Acres and his first in-person Pops concert of the season at Heinz Hall in fall"
"Who is the associate concertmaster | beverlynn & steven elliott chair of the Pittsburgh Symphony Orchestra?","We couldn't find any information in the provided documents about the associate concertmaster or their chair at the Pittsburgh Symphony Orchestra."
"What is the role of Justine Campagna in the Pittsburgh Symphony Orchestra?","Justine Campagna is not mentioned in the provided text."
"Who is the assistant concertmaster of the Pittsburgh Symphony Orchestra?","Rachel Stegeman is the assistant concertmaster of the Pittsburgh Opera Orchestra, not the Pittsburgh Symphony Orchestra. The Pittsburgh Symphony Orchestra's assistant concertmaster is not mentioned in the provided documents."
"What is the role of Dylan Naroff in the Pittsburgh Symphony Orchestra?","Dylan Naroff is not mentioned in the provided documents. He is not a current or past fellow of the Paul J Ross Fellowship, nor is he a guest soloist or stage director associated with the Pittsburgh Symphony Orchestra."
"What is the role of Kelsey Blumenthal in the Pittsburgh Symphony Orchestra?","Kelsey Blumenthal is not mentioned in the provided text."
"Who is the selma wiener berkman memorial chair of the Pittsburgh Symphony Orchestra?","Annette Gordon-Reed is the Selma Wiener Berkman Memorial Chair of the Pittsburgh Symphony Orchestra. She will be speaking at the Heinz Hall on November 13, 2024."
"What is the role of Ellen Chen-Livingston in the Pittsburgh Symphony Orchestra?","Ellen Chen-Livingston is not mentioned in the provided documents related to the Pittsburgh Symphony Orchestra. She is, however, mentioned in the documents related to Pittsburgh Opera as a Resident Artist Faculty member."
"Who is the dr. & mrs. william e. rinehart chair of the Pittsburgh Symphony Orchestra?","Dr. Mary Ann Craig and William are the co-chairs of the Pittsburgh Symphony Orchestra under the title Dr. & Mrs. William E. Rinehart Chair."
"What is the role of Irene Cheng in the Pittsburgh Symphony Orchestra?","Irene Cheng is not mentioned in the provided documents."
"Who is the lois r. brozenick memorial chair of the Pittsburgh Symphony Orchestra?","The Pittsburgh Symphony Orchestra has a Lois R. Brosenick Memorial Chair, but the name of the person holding this position is not provided in the documents."
"What is the role of Sarah Clendenning in the Pittsburgh Symphony Orchestra?","Sarah Clendenning is not mentioned in the provided documents related to the Pittsburgh Opera. Therefore, I don't have enough information to answer the question about her role in the Pittsburgh Symphony Orchestra."
"What is the role of Alison Peters Fujito in the Pittsburgh Symphony Orchestra?","Alison Peters Fujito is not mentioned in the provided documents related to the Pittsburgh Opera."
"Who is the snapp family first violin chair of the Pittsburgh Symphony Orchestra?","The documents do not provide information on the snapp family or the first violin chair of the Pittsburgh Symphony Orchestra. However, the Pittsburgh Symphony Orchestra has had notable principal players in various sections, including viola (Jennifer Gerhard Mangone and Louise Farbman), cello (Kathleen Melucci and Jonathan Tortolano), bassoon (Linda Morton Fisher), horn (Evan Geiger), trumpet (Christopher Wilson), and harp (Nuiko Wadden). The Orchestra has also premiered and recorded numerous works, including those by Benjamin Lees, Ellen Ta"
"What is the role of Marta Krechkovsky in the Pittsburgh Symphony Orchestra?","Marta Krechkovsky is not mentioned in the provided documents related to the Pittsburgh Symphony Orchestra and Manfred Honeck."
"What is the role of Jennifer Orchard in the Pittsburgh Symphony Orchestra?","Jennifer Orchard is not mentioned in the provided text related to the Pittsburgh Symphony Orchestra."
"Who is the dr. alan & marsha bramowitz chair of the Pittsburgh Symphony Orchestra?","Manfred Honeck is the Music Director of the Pittsburgh Symphony Orchestra. The question asks for the person who holds the Dr. Alan & Marsha Bramowitz chair, but the provided documents do not mention this specific position or who holds it. Therefore, the answer is: We cannot determine who holds the Dr. Alan & Marsha Bramowitz chair of the Pittsburgh Symphony Orchestra from the given documents."
"What is the role of Susanne Park in the Pittsburgh Symphony Orchestra?","Susanne Park is not mentioned in the provided documents. She is not a part of the Paul J Ross Fellowship program or the Pittsburgh Symphony Orchestra's mission."
"What is the role of Kristina Yoder in the Pittsburgh Symphony Orchestra?","Kristina Yoder is not mentioned in the provided documents. She is not listed as the speaker, the venue, or the organization for the Speakers Series event featuring Annette Gordon-Reed."
"What is the role of Kate Black in the Pittsburgh Symphony Orchestra?","Kate Black is not mentioned in the provided documents. She is not a part of the Pittsburgh Symphony Orchestra or its programs."
"Who are the First Violin 24-25 season musicians of the Pittsburgh Symphony Orchestra?","The documents do not provide the names of the First Violin 24-25 season musicians of the Pittsburgh Symphony Orchestra. The given document lists the musicians for the 1992 European tour, which includes Anne Jackovic Moskal and Jennifer Madge in the First Violin section. However, it does not specify which ones are the First Violin 24-25 season musicians."
"What is the role of Shannon Fitzhenry in the Pittsburgh Symphony Orchestra?","Shannon Fitzhenry is not mentioned in the provided documents. Therefore, I don't know her role in the Pittsburgh Symphony Orchestra."
"Who is the second violin principal | g. christian lantzsch & duquesne light company chair of the Pittsburgh Symphony Orchestra?","The documents do not provide the identity of the second violin principal for the Pittsburgh Symphony Orchestra."
"What is the role of Jeremy Black in the Pittsburgh Symphony Orchestra?","Jeremy Black was the first Black musician to receive a fulltime contract with the Pittsburgh Symphony Orchestra. He is now honored through the Paul J Ross Fellowship, a program that enables young musicians identifying as Black or African American to pursue an orchestral career."
"Who is the second violin associate principal | the morrison family chair of the Pittsburgh Symphony Orchestra?","Jeremy Branson holds the position of Associate Principal, Second Viin, and is also known as The Morrison Family Chair of the Pittsburgh Symphony Orchestra."
"What is the role of Louis Lev in the Pittsburgh Symphony Orchestra?","Louis Lev is not mentioned in the provided documents. Therefore, I don't know the answer to this question."
"Who is the second violin assistant principal of the Pittsburgh Symphony Orchestra?","The documents do not provide the name of the second violin assistant principal of the Pittsburgh Symphony Orchestra."
"What is the role of Dennis O'Boyle in the Pittsburgh Symphony Orchestra?","Dennis O'Boyle is not mentioned in the provided documents. Manfred Honeck is the new music director of the Pittsburgh Symphony Orchestra mentioned in the documents."
"Who is the second violin william & sarah galbraith chair of the Pittsburgh Symphony Orchestra?","The documents do not provide information on the second violin for the William & Sarah Galbraith chair of the Pittsburgh Symphony Orchestra."
"What is the role of Laura Motchalov in the Pittsburgh Symphony Orchestra?","Laura Motchalov is not mentioned in the provided documents related to the Pittsburgh Opera Orchestra."
"What is the role of Andrew Fuller in the Pittsburgh Symphony Orchestra?","Andrew Fuller is not mentioned in the provided documents. He is not a musician, conductor, or stage director associated with the Pittsburgh Symphony Orchestra as described in the text."
"Who is the second violin arlyn gilboa chair of the Pittsburgh Symphony Orchestra?","Arlyn Gilboa is not the second violin chair of the Pittsburgh Symphony Orchestra. The documents do not provide the information about the second violin chair."
"What is the role of Lorien Benet Hart in the Pittsburgh Symphony Orchestra?","Lorien Benet Hart is not mentioned in the provided text. She is not a conductor or music director associated with the Pittsburgh Symphony Orchestra."
"What is the role of Yeokyung Kim in the Pittsburgh Symphony Orchestra?","Yeokyung Kim is not mentioned in the provided documents. She is not a part of the Paul J Ross Fellowship program or the Pittsburgh Symphony Orchestra's mission to offer an inclusive concert experience and enrich the lives of Pittsburgh residents."
"What is the role of Boxianzi Vivian Ling in the Pittsburgh Symphony Orchestra?","Vivian Ling is not mentioned in the provided text. She is not one of the principal players showcased in the article."
"Who is the second violin alice victoria gelormino chair of the Pittsburgh Symphony Orchestra?","Alice Victoria Gelormino is not the second violin chair of the Pittsburgh Symphony Orchestra. The related documents do not provide information about the second violin chair of the Pittsburgh Symphony Orchestra."
"What is the role of Claudia Mahave in the Pittsburgh Symphony Orchestra?","Claudia Mahave is not mentioned in the provided text."
"What is the role of Cecee Pantikian in the Pittsburgh Symphony Orchestra?","Cecee Pantikian is not mentioned in the provided documents. Therefore, I don't have enough information to answer the question."
"What is the role of Regi Papa in the Pittsburgh Symphony Orchestra?","Regi Papa is not mentioned in the provided documents. The documents discuss the Paul J Ross Fellowship, the Pittsburgh Symphony's mission, and various performances and collaborations. Regi Papa is not mentioned as a current or past member, fellow, or conductor of the Pittsburgh Symphony Orchestra."
"What is the role of Carolyn Semes in the Pittsburgh Symphony Orchestra?","Carolyn Semes is not mentioned in the provided documents. She is not a part of the Paul J Ross Fellowship program or the Pittsburgh Symphony Orchestra's mission to offer an inclusive concert experience and enrich the lives of Pittsburgh residents."
"What is the role of Yingchen Zhang in the Pittsburgh Symphony Orchestra?","Yingchen Zhang is not mentioned in the provided documents. Therefore, I don't have enough information to answer the question."
"Who is the Viola Acting Principal | Jon & Carol Walton Associate Principal Viola Chair of the Pittsburgh Symphony Orchestra?","Jon McCarthy is the Viola Acting Principal and Carol Walton is the Associate Principal Viola of the Pittsburgh Symphony Orchestra."
"What is the role of Tatjana Mead Chamis in the Pittsburgh Symphony Orchestra?","Tatjana Mead Chamis is not mentioned in the provided documents. She is not a part of the Pittsburgh Symphony Orchestra's innovative model for artistic leadership."
"Who is the Viola Acting Associate Principal of the Pittsburgh Symphony Orchestra?","The Assistant Principal Viola is Louise Farbman."
"What is the role of Joen Vasquez in the Pittsburgh Symphony Orchestra?","Joen Vasquez is not mentioned in the provided documents. He is not a part of the Pittsburgh Symphony Orchestra's artistic leadership team consisting of Sir Andrew Davis, Yan Pascal Tortelier, and Marek Janowski."
"Who is the Viola Acting Assistant Principal of the Pittsburgh Symphony Orchestra?","Louise Farbman is the Viola Acting Assistant Principal of the Pittsburgh Symphony Orchestra."
"What is the role of Marylène Gingras-Roy in the Pittsburgh Symphony Orchestra?","Marylène Gingras-Roy is not mentioned in the provided documents. She is not a part of the Pittsburgh Symphony Orchestra's innovative model for artistic leadership."
"Who is the Viola of the Pittsburgh Symphony Orchestra?","The text does not provide information about the Viola player of the Pittsburgh Symphony Orchestra."
"What is the role of Laura Fuller in the Pittsburgh Symphony Orchestra?","Laura Fuller is not mentioned in the provided documents related to the Pittsburgh Opera. Therefore, I don't have enough information to answer the question about her role in the Pittsburgh Symphony Orchestra."
"Who is the Viola of the Pittsburgh Symphony Orchestra?","The text does not provide information about the Viola player of the Pittsburgh Symphony Orchestra."
"What is the role of Sean Juhl in the Pittsburgh Symphony Orchestra?","Sean Juhl is not mentioned in the provided documents. The documents discuss the Pittsburgh Symphony's efforts to provide an inclusive concert experience, its Paul J Ross Fellowship program, and the orchestra's mission."
"Who is the Viola of the Pittsburgh Symphony Orchestra?","The text does not provide information about the Viola player of the Pittsburgh Symphony Orchestra."
"What is the role of Erina Laraby-Goldwasser in the Pittsburgh Symphony Orchestra?","Erina Laraby-Goldwasser is not mentioned in the provided documents related to the Pittsburgh Opera. Therefore, I don't have enough information to determine her role in the Pittsburgh Symphony Orchestra."
"Who is the Viola of the Pittsburgh Symphony Orchestra?","The text does not provide information about the Viola player of the Pittsburgh Symphony Orchestra."
"What is the role of Aaron Mossburg in the Pittsburgh Symphony Orchestra?","Aaron Mossburg is not mentioned in the provided text. He is not a conductor or music director for the Pittsburgh Symphony Orchestra."
"Who is the Viola of the Pittsburgh Symphony Orchestra?","The text does not provide information about the Viola player of the Pittsburgh Symphony Orchestra."
"What is the role of Stephanie Tretick in the Pittsburgh Symphony Orchestra?","Stephanie Tretick is not mentioned in the provided text."
"Who is the Viola Mr. and Mrs. Martin G. McGuinn Chair of the Pittsburgh Symphony Orchestra?","Jennifer Gerhard Mangone and Louise Farbman are the Viola Mr. and Mrs. Martin G. McGuinn of the Pittsburgh Symphony Orchestra."
"What is the role of Andrew Wickesberg in the Pittsburgh Symphony Orchestra?","Andrew Wickesberg is not mentioned in the provided text. Manfred Honeck is the new music director of the Pittsburgh Symphony Orchestra."
"Who is the Viola 24-25 Season Musician of the Pittsburgh Symphony Orchestra?","We couldn't find specific information about the Viola 24-25 Season Musician of the Pittsburgh Symphony Orchestra in the provided documents."
"What is the role of Chloé Thominet in the Pittsburgh Symphony Orchestra?","Chloé Thominet is not mentioned in the provided documents related to the Pittsburgh Opera."
"Who is the Viola 24-25 Season Musician of the Pittsburgh Symphony Orchestra?","We couldn't find specific information about the Viola 24-25 Season Musician of the Pittsburgh Symphony Orchestra in the provided documents."
"What is the role of Rimbo Wong in the Pittsburgh Symphony Orchestra?","Rimbo Wong has performed with jazz notables from the Count Basie Orchestra and the bands of Dizzy Gillespie, Dave Brubeck, and Lionel Hampton. He made his first appearance as Principal Pops conductor with the Pittsburgh Symphony Orchestra in October 2020 during the COVID19 pandemic. He continued to have multiple firsts with the symphony, conducting his first in-person concert in summer of 2021 at Hartwood Acres and his first in-person Pops concert of the season at Heinz Hall in fall of the same year."
"Who is the Viola 24-25 Season Musician of the Pittsburgh Symphony Orchestra?","We couldn't find specific information about the Viola 24-25 Season Musician of the Pittsburgh Symphony Orchestra in the provided documents."
"What is the role of Si Yu in the Pittsburgh Symphony Orchestra?","Sir Andrew Davis serves as Artistic Advisor for the Pittsburgh Symphony Orchestra. He provides overall programming input for the orchestra."
"Who is the Viola 24-25 Season Musician of the Pittsburgh Symphony Orchestra?","We couldn't find specific information about the Viola 24-25 Season Musician of the Pittsburgh Symphony Orchestra in the provided documents."
"Who are the Viola 24-25 Season Musicians of the Pittsburgh Symphony Orchestra?","The Viola section of the Pittsburgh Symphony Orchestra for the 24-25 season includes Jennifer Gerhard Mangone (Principal Viola), Louise Farbman (Assistant Principal Viola), and Rebecca Rothermel."
"Who is the Viola of the Pittsburgh Symphony Orchestra?","The text does not provide information about the Viola player of the Pittsburgh Symphony Orchestra."
"Who are the Viola of the Pittsburgh Symphony Orchestra?","The Pittsburgh Symphony Orchestra has produced many fine compact discs, including a complete cycle devoted to the works of Sibelius. The Orchestra has won a Grammy award for its recording with Yo-Yo Ma of works for cello and orchestra. However, the question asks for the Viola of the Pittsburgh Symphony Orchestra, not the Violin. Unfortunately, the provided text does not mention the Viola section of the Pittsburgh Symphony Orchestra. Therefore, I don't have enough information to answer the question."
"Who is the Principal | Pittsburgh Symphony Association Chair of the Pittsburgh Symphony Orchestra?","Jeffrey Dee is the Principal Pittsburgh Symphony Association Chair of the Pittsburgh Symphony Orchestra."
"What is the role of Anne Martindale Williams in the Pittsburgh Symphony Orchestra?","Anne Martindale Williams was not mentioned in the provided documents. She is not part of the Pittsburgh Symphony Orchestra's innovative model for artistic leadership, which includes Sir Andrew Davis as Artistic Advisor, Yan Pascal Tortelier as Principal Guest Conductor, and Marek Janowski as Endowed Guest Conductor Chair."
"Who is the Associate Principal | Donald I. & Janet Moritz and Equitable Resources, Inc. Chair of the Pittsburgh Symphony Orchestra?","The documents do not provide the name of the Associate Principal of the Pittsburgh Symphony Orchestra who is also known as the Donald I. & Janet Moritz and Equitable Resources, Inc. Chair."
"What is the role of Dale Jeong in the Pittsburgh Symphony Orchestra?","Dale Jeong is not mentioned in the provided documents. He is not a Music Director or Conductor of the Pittsburgh Symphony Orchestra."
"Who is the Assistant Principal | George & Eileen Dorman Chair of the Pittsburgh Symphony Orchestra?","Jeremy Branson holds the position of Assistant Principal, George & Eileen Dorman Chair in the Pittsburgh Symphony Orchestra."
"What is the role of Adam Liu in the Pittsburgh Symphony Orchestra?","Adam Liu is not mentioned in the provided documents."
"Who is the Susan Candace Hunt Chair of the Pittsburgh Symphony Orchestra?","Annette Gordon Reed is a speaker in the Pittsburgh Symphony Orchestra's Speakers Series, and the events take place at Heinz Hall. The organization is the Pittsburgh Symphony Orchestra. However, there is no mention of a Susan Candace Hunt Chair in the provided documents."
"What is the role of Mikhail Istomin in the Pittsburgh Symphony Orchestra?","Mikhail Istomin is not mentioned in the provided documents. He has not been a music director or a frequent guest conductor of the Pittsburgh Symphony Orchestra."
"Who is the Cello of the Pittsburgh Symphony Orchestra?","YoYo Ma has performed with the Pittsburgh Symphony Orchestra on a Grammy award-winning recording of works for cello and orchestra."
"What is the role of Bronwyn Banerdt in the Pittsburgh Symphony Orchestra?","Bronwyn Banerdt is a pianist who will be performing with the Pittsburgh Symphony Orchestra during their production of Beethoven's music at Heinz Hall from May 16 to May 18, 2025."
"Who is the Jane & Rae Burton Chair of the Pittsburgh Symphony Orchestra?","Annette Gordon-Reed is not the Jane & Rae Burton Chair of the Pittsburgh Symphony Orchestra. She is a speaker in their Speakers Series."
"What is the role of Michael DeBruyn in the Pittsburgh Symphony Orchestra?","Michael DeBruyn is not mentioned in the provided documents related to the Pittsburgh Symphony Orchestra and Manfred Honeck."
"Who is the William Block Memorial Chair of the Pittsburgh Symphony Orchestra?","The Pittsburgh Symphony Orchestra does not have a William Block Memorial Chair. The documents provided mention the Paul J Ross Fellowship, a program for young musicians identifying as Black or African American, and Maestro Manfred Honeck, the Principal Conductor of the PSO's Pops Orchestra."
"What is the role of Alexandra Lee in the Pittsburgh Symphony Orchestra?","Alexandra Lee is not mentioned in the provided documents related to the Pittsburgh Opera Orchestra."
"Who is the Cello of the Pittsburgh Symphony Orchestra?","YoYo Ma has performed with the Pittsburgh Symphony Orchestra on a Grammy award-winning recording of works for cello and orchestra."
"What is the role of Yun-Ya Lo in the Pittsburgh Symphony Orchestra?","YoYo Ma is a renowned cellist who has performed at Heinz Hall with the Pittsburgh Symphony Orchestra. The Pittsburgh Symphony also offers the Paul J Ross Fellowship, a program that enables young musicians identifying as Black or African American to pursue orchestral careers. Yun-Ya Lo is not mentioned in the provided documents."
"Who is the HaleyFesq Cello Chair of the Pittsburgh Symphony Orchestra?","Sheku Kanneh-Mason holds the HaleyFesq Cello Chair in the Pittsburgh Symphony Orchestra and will perform a solo cello event on March 22, 2025, at Heinz Hall."
"What is the role of Charlie Powers in the Pittsburgh Symphony Orchestra?","Charlie Powers is not mentioned in the provided documents. Therefore, I don't know the answer to this question."
"Who is the Cello of the Pittsburgh Symphony Orchestra?","YoYo Ma has performed with the Pittsburgh Symphony Orchestra on a Grammy award-winning recording of works for cello and orchestra."
"What is the role of Karissa Shivone in the Pittsburgh Symphony Orchestra?","Karissa Shivone is not mentioned in the provided text."
"Who are the Cello of the Pittsburgh Symphony Orchestra?","The Pittsburgh Symphony Orchestra has produced many fine recordings, including a Grammy award-winning one with YoYo Ma on cello. Therefore, YoYo Ma is a cellist who has performed with the Pittsburgh Symphony Orchestra."
"Who is the Cello of the Pittsburgh Symphony Orchestra?","YoYo Ma has performed with the Pittsburgh Symphony Orchestra on a Grammy award-winning recording of works for cello and orchestra."
"Who is the Bass Principal of the Pittsburgh Symphony Orchestra?","The text does not provide information about the Bass Principal of the Pittsburgh Symphony Orchestra."
"What is the role of Nicholas Myers in the Pittsburgh Symphony Orchestra?","Nicholas Myers is not mentioned in the provided documents. He is not a part of the Paul J Ross Fellowship program or the Pittsburgh Symphony Orchestra's mission to offer an inclusive concert experience and enrich lives through music."
"Who is the Bass Associate Principal of the Pittsburgh Symphony Orchestra?","The text does not provide information about the Bass Associate Principal of the Pittsburgh Symphony Orchestra."
"What is the role of Brandon McLean in the Pittsburgh Symphony Orchestra?","Brandon McLean is not mentioned in the provided documents. He is not a current or past fellow of the Paul J Ross Fellowship, nor is he a guest soloist or stage director associated with the Pittsburgh Symphony Orchestra."
"Who is the Bass of the Pittsburgh Symphony Orchestra?","Nancy Goeres is the Bassoonist of the Pittsburgh Symphony Orchestra."
"What is the role of Joseph Campagna in the Pittsburgh Symphony Orchestra?","Joseph Campagna is not mentioned in the provided documents. Therefore, I don't know the answer to this question."
"Who is the Bass of the Pittsburgh Symphony Orchestra?","Nancy Goeres is the Bassoonist of the Pittsburgh Symphony Orchestra."
"What is the role of Jeffrey Grubbs in the Pittsburgh Symphony Orchestra?","Jeffrey Grubbs is the Principal Pops Conductor of the Pittsburgh Symphony Orchestra. He made his debut in this role with an online performance during the COVID-19 pandemic in October 2020. He had his first in-person concert with the symphony in summer 2021 at Hartwood Acres, and his first in-person Pops concert of the season at Heinz Hall in fall 2021."
"Who is the Bass of the Pittsburgh Symphony Orchestra?","Nancy Goeres is the Bassoonist of the Pittsburgh Symphony Orchestra."
"What is the role of Peter Guild in the Pittsburgh Symphony Orchestra?","Peter Guild is not mentioned in the provided documents. The documents discuss the Paul J Ross Fellowship, Manfred Honeck's appointment as music director, and the Pittsburgh Symphony's mission and programs."
