Time Sensitive Label,Question,Reference Answer,
0,Who is the Viola Acting Associate Principal of the Pittsburgh Symphony Orchestra?,Joen Vasquez,
0,What is the role of Joen Vasquez in the Pittsburgh Symphony Orchestra?,Acting Associate Principal; Viola Acting Associate Principal,
0,Who is the Viola Acting Assistant Principal of the Pittsburgh Symphony Orchestra?,Marylène Gingras-Roy,
0,What is the role of Marylène Gingras-Roy in the Pittsburgh Symphony Orchestra?,Viola Acting Assistant Principal; Acting Assistant Principal,
0,Who is the Viola of the Pittsburgh Symphony Orchestra?,Laura Fuller,
0,What is the role of Laura Fuller in the Pittsburgh Symphony Orchestra?,Viola,
0,Who is the Viola of the Pittsburgh Symphony Orchestra?,Sean Juhl,
0,What is the role of Sean Juhl in the Pittsburgh Symphony Orchestra?,Viola,
0,Who is the Viola of the Pittsburgh Symphony Orchestra?,Erina Laraby-Goldwasser,
0,What is the role of Erina Laraby-Goldwasser in the Pittsburgh Symphony Orchestra?,Viola,
0,Who is the Viola of the Pittsburgh Symphony Orchestra?,Aaron Mossburg,
0,What is the role of Aaron Mossburg in the Pittsburgh Symphony Orchestra?,Viola,
0,Who is the Viola of the Pittsburgh Symphony Orchestra?,Stephanie Tretick,
0,What is the role of Stephanie Tretick in the Pittsburgh Symphony Orchestra?,Viola,
0,Who is the Viola Mr. and Mrs. Martin G. McGuinn Chair of the Pittsburgh Symphony Orchestra?,Andrew Wickesberg,
0,What is the role of Andrew Wickesberg in the Pittsburgh Symphony Orchestra?,Viola Mr. and Mrs. Martin G. McGuinn Chair; Mr. and Mrs. Martin G. McGuinn Chair,
0,Who is the Viola 24-25 Season Musician of the Pittsburgh Symphony Orchestra?,Chloé Thominet,
0,What is the role of Chloé Thominet in the Pittsburgh Symphony Orchestra?,24-25 Season Musician; Viola 24-25 Season Musician,
0,Who is the Viola 24-25 Season Musician of the Pittsburgh Symphony Orchestra?,Rimbo Wong,
0,What is the role of Rimbo Wong in the Pittsburgh Symphony Orchestra?,24-25 Season Musician; Viola 24-25 Season Musician,
0,Who is the Viola 24-25 Season Musician of the Pittsburgh Symphony Orchestra?,Si Yu,
0,What is the role of Si Yu in the Pittsburgh Symphony Orchestra?,24-25 Season Musician; Viola 24-25 Season Musician,
0,Who is the Viola 24-25 Season Musician of the Pittsburgh Symphony Orchestra?,"Chloé Thominet, Rimbo Wong, Si Yu; Rimbo Wong, Si Yu, Chloé Thominet, Rimbo Wong",
0,Who are the Viola 24-25 Season Musicians of the Pittsburgh Symphony Orchestra?,"Chloé Thominet, Rimbo Wong, Si Yu; Rimbo Wong, Si Yu, Chloé Thominet, Rimbo Wong",
0,Who is the Viola of the Pittsburgh Symphony Orchestra?,"Laura Fuller, Sean Juhl, Erina Laraby-Goldwasser, Aaron Mossburg, Stephanie Tretick, Andrew Wickesberg",
0,Who are the Viola of the Pittsburgh Symphony Orchestra?,,
,,,
0,Who is the Principal | Pittsburgh Symphony Association Chair of the Pittsburgh Symphony Orchestra?,Anne Martindale Williams,
0,What is the role of Anne Martindale Williams in the Pittsburgh Symphony Orchestra?,Principal | Pittsburgh Symphony Association Chair,
0,"Who is the Associate Principal | Donald I. & Janet Moritz and Equitable Resources, Inc. Chair of the Pittsburgh Symphony Orchestra?",Dale Jeong,
0,What is the role of Dale Jeong in the Pittsburgh Symphony Orchestra?,"Associate Principal | Donald I. & Janet Moritz and Equitable Resources, Inc. Chair",
0,Who is the Assistant Principal | George & Eileen Dorman Chair of the Pittsburgh Symphony Orchestra?,Adam Liu,
0,What is the role of Adam Liu in the Pittsburgh Symphony Orchestra?,Assistant Principal | George & Eileen Dorman Chair,
0,Who is the Susan Candace Hunt Chair of the Pittsburgh Symphony Orchestra?,Mikhail Istomin,
0,What is the role of Mikhail Istomin in the Pittsburgh Symphony Orchestra?,Susan Candace Hunt Chair,
0,Who is the Cello of the Pittsburgh Symphony Orchestra?,Bronwyn Banerdt,
0,What is the role of Bronwyn Banerdt in the Pittsburgh Symphony Orchestra?,Cello,
0,Who is the Jane & Rae Burton Chair of the Pittsburgh Symphony Orchestra?,Michael DeBruyn,
0,What is the role of Michael DeBruyn in the Pittsburgh Symphony Orchestra?,Jane & Rae Burton Chair,
0,Who is the William Block Memorial Chair of the Pittsburgh Symphony Orchestra?,Alexandra Lee,
0,What is the role of Alexandra Lee in the Pittsburgh Symphony Orchestra?,William Block Memorial Chair,
0,Who is the Cello of the Pittsburgh Symphony Orchestra?,Yun-Ya Lo,
0,What is the role of Yun-Ya Lo in the Pittsburgh Symphony Orchestra?,Cello,
0,Who is the HaleyFesq Cello Chair of the Pittsburgh Symphony Orchestra?,Charlie Powers,
0,What is the role of Charlie Powers in the Pittsburgh Symphony Orchestra?,HaleyFesq Cello Chair,
0,Who is the Cello of the Pittsburgh Symphony Orchestra?,Karissa Shivone,
0,What is the role of Karissa Shivone in the Pittsburgh Symphony Orchestra?,Cello,
0,Who are the Cello of the Pittsburgh Symphony Orchestra?,"Karissa Shivone, Yun-Ya Lo, Bronwyn Banerdt",
0,Who is the Cello of the Pittsburgh Symphony Orchestra?,"Karissa Shivone, Yun-Ya Lo, Bronwyn Banerdt",
,,,
0,Who is the Bass Principal of the Pittsburgh Symphony Orchestra?,Nicholas Myers,
0,What is the role of Nicholas Myers in the Pittsburgh Symphony Orchestra?,Principal; Bass Principal,
0,Who is the Bass Associate Principal of the Pittsburgh Symphony Orchestra?,Brandon McLean,
0,What is the role of Brandon McLean in the Pittsburgh Symphony Orchestra?,Associate Principal; Bass Associate Principal,
0,Who is the Bass of the Pittsburgh Symphony Orchestra?,Joseph Campagna,
0,What is the role of Joseph Campagna in the Pittsburgh Symphony Orchestra?,Bass,
0,Who is the Bass of the Pittsburgh Symphony Orchestra?,Jeffrey Grubbs,
0,What is the role of Jeffrey Grubbs in the Pittsburgh Symphony Orchestra?,Bass,
0,Who is the Bass of the Pittsburgh Symphony Orchestra?,Peter Guild,
0,What is the role of Peter Guild in the Pittsburgh Symphony Orchestra?,Bass,
0,Who is the Bass Stephen & Kimberly Keen Chair of the Pittsburgh Symphony Orchestra?,Micah Howard,
0,What is the role of Micah Howard in the Pittsburgh Symphony Orchestra?,Stephen & Kimberly Keen Chair; Bass Stephen & Kimberly Keen Chair,
0,Who is the Bass of the Pittsburgh Symphony Orchestra?,John Moore,
0,What is the role of John Moore in the Pittsburgh Symphony Orchestra?,Bass,
0,Who is the Bass of the Pittsburgh Symphony Orchestra?,Aaron White,
0,What is the role of Aaron White in the Pittsburgh Symphony Orchestra?,Bass,
0,Who is the Bass Paul J. Ross Fellow of the Pittsburgh Symphony Orchestra?,Drew Collins,
0,What is the role of Drew Collins in the Pittsburgh Symphony Orchestra?,Paul J. Ross Fellow; Bass Paul J. Ross Fellow,
0,Who is the Bass of the Pittsburgh Symphony Orchestra?,Aaron White; John Moore; Peter Guild; Jeffrey Grubbs; Joseph Campagna,
0,Who are the Bass of the Pittsburgh Symphony Orchestra?,Aaron White; John Moore; Peter Guild; Jeffrey Grubbs; Joseph Campagna,
,,,
0,Who was chosen to lead the Pittsburgh Symphony Orchestra in 1898?,Victor Herbert,
0,Who financed the Pittsburgh Symphony Orchestra’s trip to Carnegie Hall in New York City during its second season?,Andrew Carnegie,
0,What crisis did the Pittsburgh Symphony Orchestra face in 1907 that led to half of the orchestra's members refusing to renew their contracts?,Hiring European musicians; Emil Paur's leadership,
0,How long did it take before the Pittsburgh Symphony Orchestra was resurrected after canceling its season in 1910?,16 years,
0,In what year did the Pittsburgh Symphony Orchestra officially reform after being canceled for 16 years?,1926,
0,Who was the first music director of the Pittsburgh Symphony Orchestra after its reformation in 1926?,Elias Breeskin,
0,What major event helped the Pittsburgh Symphony Orchestra gain national recognition in 1936?,Its concerts were broadcast nationally for the first time,
0,Which conductor reorganized and expanded the Pittsburgh Symphony Orchestra in 1937?,Otto Klemperer,
0,What significant challenge did the Pittsburgh Symphony Orchestra face in 1907 related to musician hiring practices?,Hiring European musicians damaged relations with local musicians,
0,What year did women first join the Pittsburgh Symphony Orchestra during World War II?,1942,
0,What was the profession of Victor Herbert before leading the Pittsburgh Symphony Orchestra?,Composer of comic operas; theater man,
0,What did Andrew Carnegie say about taking the Pittsburgh Symphony Orchestra to New York in 1899?,"He said it was the best orchestra, with the exception of possibly the Boston Symphony, in the United States.",
0,What global event in 1907 had a negative impact on the Pittsburgh Symphony Orchestra's funding?,The global panic of 1907,
0,Who sent an ultimatum to conductor Emil Paur regarding the hiring of European musicians for the Pittsburgh Symphony Orchestra?,"Joseph Weber, President of the National Federation of Musicians; Joseph Weber",
0,How much money did the Pittsburgh Symphony Orchestra aim to raise through an endowment fund in 1910?,"$50,000; 50,000; 50000",
0,When did the Pittsburgh Symphony Orchestra perform its first free public concert after reforming in 1926?,"1926/5/2; May 2, 1926; 5/2/1026",
0,What incident in 1927 led to the arrest of nine board members of the Pittsburgh Symphony Orchestra?,Violating Pennsylvania Blue Laws by organizing a Sunday concert series,
0,Who was the concertmaster of the Pittsburgh Symphony Orchestra in 1926?,Elias Breeskin,
0,What was the name of the Pittsburgh Symphony Orchestra's first music director in 1930?,Antonio Modarelli,
0,"In what year did the Pittsburgh Symphony Orchestra begin broadcasting its concerts nationally, sponsored by Pittsburgh Plate Glass?",1936,
,,,
0,When was Heinz Hall dedicated as the home of the Pittsburgh Symphony Orchestra?,1971,
0,"How many seats does Heinz Hall, the home of the Pittsburgh Symphony Orchestra, have?","2675; 2,675",
0,What was the original name of Heinz Hall before its renovation in 1971?,Loew’s Penn Theater,
0,Who provided the funding for the renovation of Heinz Hall in 1971 as a gift to the Pittsburgh Symphony Orchestra?,Howard Heinz Endowment,
0,In what year did the Pittsburgh Symphony Orchestra outgrow Carnegie Music Hall and begin looking for a new home?,1964,
0,What architectural firm was responsible for the reconstruction of Heinz Hall for the Pittsburgh Symphony Orchestra in the 1970s?,"Stotz, Hess, MacLachlan & Fosner; Stotz, Hess, MacLachlan and Fosner",
0,What was the name of the hotel that occupied the site of Heinz Hall before the Loew's Penn Theater was built?,Hotel Anderson,
0,"What famous Pittsburgh figure was instrumental in saving the Penn Theater and transforming it into Heinz Hall, home of the Pittsburgh Symphony Orchestra?",Henry J. Heinz II; Henry J Heinz; Henry J. Heinz,
0,Which acoustical consultant contributed to the renovation of Heinz Hall for the Pittsburgh Symphony Orchestra in the 1970s?,Dr. Heinrich Keilholz; Heinrich Keilholz,
0,"In what year did Heinz Hall undergo a $6.5 million renovation, funded in part by a grant from the Howard Heinz Endowment?",1995,
0,"Which important cultural district does Heinz Hall, home of the Pittsburgh Symphony Orchestra, help anchor in Pittsburgh?",The Cultural District,
0,What event marked the grand opening of Heinz Hall for the Pittsburgh Symphony Orchestra in 1971?,A Pittsburgh Symphony concert under the baton of William Steinberg,
0,In which year did the Pittsburgh Symphony Orchestra perform at Heinz Hall’s newly renovated opening for their Centennial season?,1995,
0,What notable figures attended the 1971 grand opening of Heinz Hall for the Pittsburgh Symphony Orchestra?,Marian Anderson; Samuel Barber; Charlton Heston; James Earl Jones; Agnes de Mille; Gregory Peck; Cyril Ritchard; Rudolf Serkin; Nancy Hanks,
,,,
0,How can I purchase tickets for events at Heinz Hall?,Tickets can be purchased online or by calling 412.392.4900 during Box Office hours; Online or by calling 412.392.4900 during Box Office hours,
0,What is the Latecomer's Gallery at Heinz Hall used for?,It allows latecomers to enjoy the performance until they can be seated.,
1,Is there a pre-concert rush program at Heinz Hall for Pittsburgh Symphony performances?,"Yes; Yes, students and seniors can purchase discounted rush tickets two hours before performances",
"0 ",What security measures are in place for audience members entering Heinz Hall?,"Heinz Hall uses a “free-flow” scanning system, allowing patrons to walk through unimpeded.",
"0 ",What should I do if I don’t want to go through the security scanner at Heinz Hall?,An alternative entry door with wanding and bag checks is available.,
0,Where can I park when attending a concert at Heinz Hall?,"Over 6,500 parking spaces are available, with guaranteed parking for season ticket holders; Over 6,500 parking spaces are available",
"0 ",Can I bring my children to concerts at Heinz Hall?,"Yes, children aged six and over are welcome; Yes",
0,What amenities are available for guests with accessibility needs at Heinz Hall?,Sensory-friendly performances and accessible restrooms are provided.,
0,Is there an official dress code for Heinz Hall?,No. There is no official dress code for events in Heinz Hall; No,
