"At which venue is ""Kim Bond: We Are Not Alone"" being held?","707 Gallery, Pittsburgh PA."
Who are the directors of MJ the musical?,Pittsburgh Cultural Trust for Creative Conversations and PNC Broadway in Pittsburgh for the production.
Which event is happening at the Benedum Center from November 19 to December 1?,MJ the Musical
When is Chris Knight performing in Pittsburgh?,Nov 20, 2024
Where is Chris Knight performing?,City Winery Pittsburgh.
Which bands are performing with Surfer Girl in Pittsburgh?,Coyote Island and Beach Fly
Where is the Surfer Girl concert taking place?,"Club Cafe, Pittsburgh PA."
Which game is scheduled at UPMC Cooper Fieldhouse at 1 pm on December 21st?,A men's basketball game between the Duquesne Dukes and the UC Irvine Anteaters
When are the Duquesne Dukes playing against the UC Irvine Anteaters?,"7:00 PM on Dec 27, 2024."
When is the remaining Ducks vs. Penguins match in 2024?,There is no related document to answer this question
When is the Elvis Christmas show happening? ,"Dec 10, 2024."
What is the date of the Thanksgiving Dinner Cruise?,There is no related document to answer this question.
When is Amy Sedaris’s comedy show?,"November 14, 2024."
"How long is the ""An Evening with Amy Sedaris"" show?","The documents do not provide information on the duration of the ""An Evening with Amy Sedaris"" show."
What day of the week is the Steelers vs. Chiefs game taking place?,The documents do not provide the day of the week for the Steelers vs. Chiefs game.
Who was the philanthropist who facilitated the opening of Pittsburgh's zoo and aquarium through his donations?,Christopher Lyman Magee
Henry W. Phipps donated which conservatory to the city of Pittsburgh?,Phipps Conservatory and Botanical Gardens.
What is the name of America's only independent bird sanctuary?,Pittsburgh Parrot Rescue.
How many Carnegie Museums are there in Pittsburgh?,7 museums.
What is the largest musuem dedicated to a single artist?,"I cannot answer this question based on the provided documents alone. However, according to my knowledge base, The Louvre Museum in Paris, France, is the largest museum dedicated to a single artist, as it houses the largest collection of artworks by Leonardo da Vinci, including the Mona Lisa and The Last Supper."
How far is the BayernHof Music Museum from downtown Pittsburgh?,6 miles or 9 km.
Which science center in Pittsburgh has interactive technology and science exhibits?,Carnegie Science Center
Where is the Smithsonian affilliated regional history museum in Pittsbugh?,The Senator John Heinz Pittsburgh Regional History Center.
In what year were both the museum for fine arts and natural history founded?,1956
Where does the Pittsburgh Symphony Orchestra perform?,"Heinz Hall, Pittsburgh, PA."
Carnegie Museum of Natural History has more than how many objects from Ancient Egypt?,80+ objects.
How many original fossils are on display in the Dinosaurs in their Time exhibit at Carnegie Museum of Natural History?,"10,000 original fossils are on display."
Who is the third base coach for the Pittsburgh Pirates?,Mike Rabelo
How many minutes after game time does the Pirates Main Ticket Office close on gameday Saturday and Sundays?,15 minutes after the game ends.
When did PNC park open?,2001
Who is the quarterbacks coach for the Pittsburgh Steelers?,"Bill Cowher (Bill Cowher was the head coach of the Pittsburgh Steelers from 1992 to 2006, he did not coach the quarterbacks during this time.)"
In which week are the Pittsburgh Steelers playing the New York Giants this season?,10th week.
Where is the Pittsburgh Steelers Hall of Honor dinner this year?,Acrisure Stadium.
What position does Sydney Crosby play?,Center
When are the Pittsburgh Penguins playing Edmonton in October?,"I cannot find the specific date from the provided documents. However, I can tell you that the Pittsburgh Penguins play their hockey games at PPG Paints Arena and that the arena has a capacity of 18,387."
What is the name of the Pittsburgh Steelers' rally towel?,The Terrible Towel
What was the Pirates' first home called?,Exposition Park
Who holds the Pirates' franchise record for the most bases,"333, this is the second best on base percentage in the National League."
In which year did the Pirates achive 100 wins for the first time?,2015.
Who do the Pirates play for their 2025 season opener on March 27?,The documents do not provide information on who the Pirates play for their 2025 season opener on March 27.
Apart from the MLB wide retired number 42 how many Pirates jerseys have been retired?,9.
Which is the only team to have won a World Series with a Game 7 walk-off home run?,The Pirates
How many consecutive seasons did the Pirates post a losing record to set a record?,20 consecutive losing seasons.
Who are the Steelers playing in the last week of the season?,There is no related document to answer this question.
When is the Steelers' spooktacular event?,"The Steelers' spooktacular event is on October 29, 2024."
What is the name of the Pittsburgh Steelers mascot?,Steely McBeam.
Which is the oldest franchise in the American Football Conference?,Pittsburgh Steelers
How many Super Bowls have the Steelers won?,6 Super Bowls won by the Steelers.
How many primary rivals do the Steelers have?,"3 primary rivals: Cleveland Browns, Baltimore Ravens, and Cincinnati Bengals."
What was the name of the Steelers cheerleading squad?,Steelerettes.
Who won the first NFL MVP from the Steelers?,Bill Cowher won the first NFL MVP for the Steelers in 2020.
Against which team this season are the Penguins giving out rally towels?,No information is provided in the related documents about which team the Penguins are giving out rally towels against this season.
Which is the first team to win back to back Stanley Cups in the salary cap era of the NHL?,The Pittsburgh Penguins won back to back Stanley Cups in the salary cap era of the NHL in 2016 and 2017.
Who was awarded the Foster Hewitt Memorial Award by the NHL Hall of Fame in 2001?,Mike Lange
Who has scored the most points in Penguins Franchise history?,59 points for Bathgate in the 1967-1968 season.
When was Picklesburgh 2024?,Thursday, July 18 to Sunday, July 21
On which plaza was Picklesburgh 2024 held?,The plaza where Picklesburgh 2024 was held is the Blvd of the Allies.
Name the new competition starting from Picklesburgh 2024.,Gherkin Games.
On which category does Picklesburgh rank as the number one?,"Picklesburgh is produced by the Pittsburgh Downtown Partnership. (This question is not directly related to the provided documents, but the answer is based on the given text.)"
On which avenue does Pittsburgh's Little Italy Days take place in 2024?,Little Italy Days takes place on Liberty Avenue in Bloomfield.
Two free parking garages are available in the Little Italy Days. One is the parking garage at Liberty & Aspen. What is the other one?,The other one is the parking garage at the corner of Smallman Street and 24th Street.
"In Little Italy Days 2024, what entertainment was scheduled from 6 p.m. onThursday, Aug. 15?","1995 for one or 3495 for two for VIP Experience includes access to VIP tent near main stage. (No specific information about the entertainment schedule on Thursday, Aug. 15 is provided in the related documents.)"
When did the Miss Little Italy Pageant 2024 start?,2019
How many hours earlier was the gold ticket holder able to enter the Pittsburgh Taco Festival 2024?,1.5 hours.
Did Yelp sponsor the Pittsburgh Taco Festival 2024?,"No, Yelp is not mentioned in the provided text."
Which email address can you contact about the Pittsburgh Taco Festival?,PRpghtacofestcom
Where was the Pittsburgh Taco Festival held?,The Strip District.
"What is the event held in Latrobe, PA in August?",The Banana Split Festival.
Which agricultural company sponsors the Great American Banana Split Celebration?,There is no specific agricultural company mentioned in the provided documents.
Can you enjoy a bingo game in the Great American Banana Split Celebration in 2024?,There is no mention of bingo in the provided documents.
What distance do you run in one of the events in the Great American Banana Split Celebration?,There is no information provided in the related documents about the distance of a run in the Great American Banana Split Celebration.
When does the soul food festival end each day in 2024?,10 pm.
"In 2024, the soul food festival is held on Market Square and Boulevard of the Allies between what and what streets?",Stanwix and Wood streets.
"In Soul Food Festival 2024, who plays in the main stage from 6 pm on Aug. 30?",Theresa Hawthorne Band
"On Sunday during the Soul Food Festival 2024, who plays on the DJ stage from 2 pm?",DJ Tee Jay
"In which place is Vegetarian and Vegan Food Festivals being held on Sept. 29, 2024?",Velum Fermentation.
More than how many businesses participated Lawrenceville Cookie Tour 2024?,30
In which seasons can you join Pittsburgh Restaurant Week?,Pittsburgh Restaurant Week takes place in both the summer and winter seasons.
"In Picklesburgh 2024, where can you find Millie's Homemade Ice Cream?",Millies Ice Cream is participating in Picklesburgh 2024.
"In Picklesburgh 2024, where can you find Cute as a Dumpling?","27 participating restaurants and boutiques, specific location not provided."
"There were three Gherkin Games in Picklesburgh 2024: Pickle Juice Drinking, Pickle Eating, and what?",A heartpounding pickle juice drinking contest.
Can you join a contest in Picklesburgh 2024 if you are 16?,"No, contestants must be 18 years of age or older."
For how many consecutive years is Picklesburgh voted as the number 1 food festival in America?,3 consecutive years.
Who founded the original Pittsburgh Taco Festival?,The Original Pittsburgh Taco Festival is an annual event. No specific founder is mentioned in the provided document.
Can you get any refund for 2024 Pittsburgh Taco Festival tickets?,Refunds will not be issued on any tickets for any reason.
Can you go to 2024 Pittsburgh Taco Festival with your pets?,"No, pets are not allowed at the festival."
Can you use credit cards at all vendors in 2024 Pittsburgh Taco Festival?,"Vendors are responsible for their own menus and how they choose to accept payments. If a vendor is cash only, they will be required to have visible signage stating so."
When did the early access of summer 2024 Pittsburgh Restaurant Week start?,"August 9, 2024."
In which year did Little Italy Days start?,2002.
Do you need a ticket to join Little Italy Days 2024?,"No, Little Italy Days 2024 is free to attend. However, there is an option for a VIP Experience with additional perks."
"If a high school student participates 5K Banana Run 2024, which age bracket will they be in?",18-19 years old (assuming they are in high school)
Who performed from 1pm to 2pm at Dollar Bank Stage in Banana Split Celebration 2024?,Jacian Blaze
What is the name of the kids activity area in Picklesburgh 2024?,The name of the kids activity area is not mentioned in the provided documents.
What is the size of Dill Pickle Flavored Peanuts at 306 Forbes Boutique in Picklesburgh 2024?,10 ounce cans.
What is the base alchol of Pickle Sour at Barcadia in Picklesburgh 2024?,Bourbon.
What type of specialized nights does the Carnegie Museum of Natural History offer for adults?,"The Carnegie Museum of Natural History offers specialized nights for adults, but the specific type of nights is not mentioned in the provided document."
"Which famous paleontologist from Carnegie Museum of Natural History guest starred on ""Daniel Tiger’s Neighborhood""?",Matt Lamanna
What is the name of the predator dinosaur that was discovered in Patagonia by the Carnegie Museum of Natural History team?,Tyrannosaurus rex
What is the special event designed for children ages 5-12 at Carnegie Museum of Natural History called?,Carnegie Museum of Art Youth Exhibition.
What unique feature does the Cafe Carnegie offer alongside regular dining options?,The Cafe Carnegie offers a free art gallery alongside regular dining options.
"What can visitors do in the new exhibit ""The Stories We Keep: Conserving Objects from Ancient Egypt"" at the Carnegie Museum of Natural History?","Visitors can engage with ancient objects, have conversations with museum conservators, observe the care and restoration of objects in real time, and attempt the work themselves by reassembling replicas of ancient artifacts."
"How many objects from Ancient Egypt does the Carnegie Museum of Natural History possess, as highlighted in their exhibit?",More than 80 ancient Egyptian objects are featured in the exhibit.
What exclusive gallery in the Carnegie Museum of Natural History features a large collection of gems and jewelry?,Sarah Mellon Scaife Gallery
Who does the Carnegie Museum of Natural History encourage to 'learn even more' during Super Science Saturdays with hands-on activities and craft stations?,Younger audiences.
"Until what date is ""The Stories We Keep: Conserving Objects from Ancient Egypt"" exhibit scheduled to continue?","Mar 9, 2025."
What types of sightseeing options are available in Pittsburgh based on the mode of transportation?,"You can take a tour by bike, trolley, boat, jet ski, kayak, funicular, bus, or Segway."
What kind of guided tour is offered for free in Pittsburgh?,1 p.m. Car and Carriage Museum Guided Tour.
Which riverboat options are mentioned for sightseeing in Pittsburgh?,"The text mentions riverboats as an option for sightseeing in Pittsburgh, but it does not specify which particular riverboat is mentioned."
What alternative types of tours are available in Pittsburgh besides walking and boat tours?,"You can take a tour by bike, trolley, funicular, bus, or Segway."
What can one explore with the free walking tours in Pittsburgh?,"90 neighborhoods, parks, green spaces, and various tour options including bike, trolley, boat, jet ski, kayak, funicular, bus, and Segway."
What feature does Rivers of Steel Riverboat share with Gateway Clipper in Pittsburgh?,Both are iconic ways to take in the city via riverboat.
What is one of the prominent neighborhood features mentioned for exploring in Pittsburgh?,"90 neighborhoods, Inclines and trolleys, and riverboats."
What geographic feature does Pittsburgh uniquely offer for outdoor activities involving water?,Pittsburgh offers the rivers for water activities.
What type of tours can be enjoyed along Pittsburgh's riverfront trails?,"Tours can be enjoyed along Pittsburgh's riverfront trails by bike, trolley, boat, jet ski, kayak, funicular, bus, or Segway."
On what trail can you travel from Pittsburgh to Washington D.C.?,The Great Allegheny Passage and Chesapeake and Ohio Canal Towpath.
"Apart from golf, what other water sports can be enjoyed in Pittsburgh?","Pittsburgh's vibrant rivers have attracted annual world-title fishing competitions, including the Forrest Wood Cup and the Bassmaster Classic. Ice skating rinks are enjoyed at PPG Place and North Park during the winter months."
What is the starting point of the Great Allegheny Passage in Pittsburgh?,The starting point of the Great Allegheny Passage in Pittsburgh is where the Allegheny and Monongahela Rivers meet to form the Ohio River.
Where does the Montour Trail connect from and to?,The Montour Trail connects from Three Rivers Heritage Trail and to.
What app is recommended to download before visiting state parks and forests near Pittsburgh?,Waze
For what type of sightseeing is Pittsburgh recognized?,"Pittsburgh is recognized for various ways of sightseeing including trolleys, inclines, riverboats, biking, hiking, and numerous parks and green spaces."
How can one explore Pittsburgh trails?,"One can explore Pittsburgh trails by hiking, biking, and picnicking at the numerous parks and green spaces including Schenley Park and Point State Park. Additionally, one can take a ride on the historic Duquesne Incline for panoramic views of the city's skyline and rivers. Other options include tours by bike, trolley, boat, jet ski, kayak, funicular, or Segway."
What type of rentals are available along the riverfront trails in Pittsburgh?,"You can rent bikes, trolleys, boats, jet skis, kayaks, funiculars, buses, or Segways."
What historical nickname was given to Pittsburgh reflecting its early significance?,Pittsburgh was named in honor of William Pitt 1st Earl of Chatham.
What type of arts and culture events are suggested by the Visit Pittsburgh site to explore in the city?,"The Pittsburgh Cultural Trust site suggests exploring performing arts, visual arts, festivals, arts education, and urban development events in the city."
What specific museum is emphasized in promoting insight on a famous artist in Pittsburgh?,The Andy Warhol Museum.
What guide is suggested for tourists who want a comprehensive understanding of Pittsburgh's offerings?,Official Visitors Guide.
"For those interested in Pittsburgh's architectural developments, what transition is noted?",Pittsburgh transformed from an industrial hub to a leader in the green building movement.
Which musical heritage of Pittsburgh is noted to have information available in the section on related blogs?,Jazz Musicians from Pittsburgh
What type of promoting strategy is suggested for event planners looking to host meetings in Pittsburgh?,"Pittsburgh is a major meetings destination and we have what you need to make your event successful. Discover Pittsburgh venues, experiences, and activities that will make your event a success."
What is Bicycle Heaven recognized as worldwide?,Bicycle Heaven is recognized as having one of the largest collections of rare and vintage bicycles in the world.
Where can one find free entertainment in downtown Pittsburgh on the first or third Monday from February to October?,There is no related document to answer this question.
What type of tours does the Pittsburgh History & Landmarks Foundation offer for free?,"The Pittsburgh History & Landmarks Foundation offers free tours for teachers, students, adults, and visitors."
"When visiting The Allegheny Observatory, what is included in the free evening tour?","The free evening tour includes a site walk and a visit to the observatory, but it does not include drink vouchers or a chocolate tasting."
Which Pittsburgh museum focuses on the gilded age and offers free admissions?,The Frick Pittsburgh
What is housed in the University of Pittsburgh's Cathedral of Learning building?,"31 classrooms representing various national and ethnic groups, as well as the worlds fourth-tallest educational building."
What unique collection can be seen at St. Anthony's Chapel?,5000 relics of Catholic saints.
Which Pittsburgh event offers a chance to see local parks transformed into movie theaters?,POP UP MOVIES at a variety of scenic parks located throughout the City of Pittsburgh.
